"ID","iso_code","country_code","country_or_subregion","serotype","year","epi_week","total_cases","incidence_rate","laboratory_confirmed","perc_laboratory_confirmed","severe_dengue","SD_D_per_100","deaths","CFR","population_per_1000"
2,"MEX",484,"Mexico","DEN 1,2,3,4",2019,30,39770,30.41,5749,14.46,469,1.18,53,0.133,130759
2,"NIC",558,"Nicaragua","DEN 2",2019,30,56881,905.03,2559,4.5,326,0.57,8,0.014,6285
2,"PAN",591,"Panama","DEN 1,3",2019,30,2301,55.27,1247,54.19,6,0.26,3,0.13,4163
2,NA,NA,"Central America Ithsmus and Mexico",NA,2019,NA,179747,100.22,11442,6.37,10700,5.95,213,0.118,179357
3,"BOL",68,"Bolivia","DEN 1,2",2019,30,10636,94.83,4381,41.19,73,0.69,19,0.179,11216
3,"COL",170,"Colombia","DEN 1,2,3",2019,30,72780,147.13,18828,25.87,770,1.06,35,0.048,49465
3,"ECU",593,"Ecuador","DEN 1,2",2019,30,5469,32.43,821,15.01,21,0.38,2,0.037,16863
3,"PER",604,"Peru","DEN 1,2,3,4",2019,30,7971,24.49,NA,NA,44,0.55,14,0.176,32552
3,"VEN",862,"Venezuela","DEN 1,2,3",2019,30,7135,22.03,738,10.34,31,0.43,8,0.112,32381
3,NA,NA,"Andean Subregion",NA,2019,NA,103991,72.99,24768,23.82,939,0.9,78,0.075,142477
4,"ARG",32,"Argentina","DEN 1,4",2019,30,3164,7.08,1650,52.15,0,0,0,0,44689
4,"BRA",76,"Brazil","DEN 1,2,3,4",2019,30,2009106,963.62,1195337,59.5,1308,0.07,753,0.037,208495
4,"CHL",152,"Chile","DEN 1",2019,30,29,0.16,28,96.55,0,0,0,0,18197
4,"PRY",600,"Paraguay","DEN 1,2,4",2019,30,8324,120.69,585,7.03,NA,NA,9,0.108,6897
4,"URY",858,"Uruguay",NA,2019,30,0,0,0,NA,0,NA,0,NA,3470
4,NA,NA,"Southern Cone",NA,2019,NA,2020623,717.17,1197600,59.27,1308,0.06,762,0.038,281748
5,"CUB",192,"Cuba","DEN 2",2019,26,1542,13.42,1542,100,3,0.19,0,0,11489
5,"DOM",214,"Dominican Republic","DEN 1,3",2019,30,6383,58.65,1739,27.24,155,2.43,10,0.157,10883
5,"PRI",630,"Puerto Rico",NA,2019,30,0,0,0,NA,0,NA,0,NA,3659
5,NA,NA,"Latin Caribbean",NA,2019,NA,7925,30.44,3281,41.4,158,1.99,10,0.126,26031
6,"AIA",660,"Anguilla",NA,2019,17,0,0,0,NA,0,NA,0,NA,17
6,"ATG",28,"Antigua and Barbuda","DEN 3",2019,24,203,197.09,17,8.37,0,0,0,0,103
6,"ABW",533,"Aruba",NA,2019,30,106,100,4,3.77,0,0,0,0,106
6,"BHS",44,"Bahamas",NA,2019,24,15,3.76,0,0,0,0,0,0,399
6,"BRB",52,"Barbados",NA,2019,30,55,19.23,0,0,0,0,0,0,286
6,"BMU",60,"Bermuda",NA,2019,30,1,1.41,1,100,0,0,0,0,71
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2019,30,0,0,0,NA,0,NA,0,NA,26
6,"CYM",136,"Cayman Islands",NA,2019,30,32,53.33,0,0,0,0,0,0,60
6,"CUW",531,"Curaçao",NA,2019,30,0,0,0,NA,0,NA,0,NA,162
6,"DMA",212,"Dominica",NA,2019,6,11,14.86,1,9.09,0,0,0,0,74
6,"GUF",254,"French Guiana","DEN 1,2",2019,30,45,15.52,45,100,0,0,0,0,290
6,"GRD",308,"Grenada",NA,2019,16,48,44.44,48,100,0,0,0,0,108
6,"GLP",312,"Guadeloupe","DEN 1",2019,7,192,42.76,7,3.65,0,0,0,0,449
6,"GUY",328,"Guyana",NA,2019,24,230,29.41,230,100,0,0,0,0,782
6,"HTI",332,"Haiti",NA,2019,30,39,0.35,NA,NA,NA,NA,0,0,11113
6,"JAM",388,"Jamaica","DEN 2,3",2019,30,3914,135.01,41,1.05,3,0.08,6,0.153,2899
6,"MTQ",474,"Martinique","DEN 1,2,3",2019,24,430,111.69,7,1.63,0,0,0,0,385
6,"MSR",500,"Montserrat",NA,2019,30,1,20,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2019,30,0,0,0,NA,0,NA,0,NA,9
6,"KNA",659,"Saint Kitts and Nevis",NA,2019,30,37,84.09,0,0,0,0,0,0,44
6,"LCA",662,"Saint Lucia",NA,2019,30,14,7.78,14,100,0,0,0,0,180
6,"MAF",663,"Saint Martin","DEN 1",2019,7,20,62.5,2,10,0,0,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2019,30,7,6.36,0,0,0,0,0,0,110
6,"SXM",534,"Sint Maarten",NA,2019,30,2,4.65,2,100,0,0,0,0,43
6,"SUR",740,"Suriname","DEN 4",2019,30,38,6.69,4,10.53,0,0,0,0,568
6,"TTO",780,"Trinidad and Tobago","DEN 3",2019,30,106,7.72,1,0.94,0,0,0,0,1373
6,"TCA",796,"Turks and Caicos Islands","DEN 1",2019,30,13,46.43,1,7.69,0,0,0,0,28
6,"VGB",92,"Virgin Islands (UK)",NA,2019,30,21,75,21,100,0,0,0,0,28
6,"VIR",850,"Virgin Islands (US)",NA,2019,30,0,0,0,NA,0,NA,0,NA,105
6,NA,NA,"Non-Latin Caribbean",NA,2019,NA,5580,28.1,446,7.99,3,0.05,6,0.108,19855
7,NA,NA,"The Americas",NA,2019,NA,2317995,237.44,1237666,53.39,13109,0.57,1069,0.046,976235
1,"CAN",124,"Canada",NA,2019,31,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2019,31,220,0.07,220,100,1,0.45,0,0,326767
1,NA,NA,"North America",NA,2019,NA,220,0.07,220,100,1,0.45,0,0,326767
2,"BLZ",84,"Belize","DEN 1,2,3",2019,31,1125,294.5,497,44.18,0,0,0,0,382
2,"CRI",188,"Costa Rica","DEN 1,2",2019,31,3656,73.81,148,4.05,2,0.05,0,0,4953
2,"SLV",222,"El Salvador","DEN 2",2019,31,10800,168.43,420,3.89,24,0.22,5,0.046,6412
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2019,31,17005,98.61,840,4.94,82,0.48,48,0.282,17245
2,"HND",340,"Honduras","DEN 1,2",2019,31,60188,657.22,89,0.15,10855,18.04,105,0.174,9158
2,"MEX",484,"Mexico","DEN 1,2,3,4",2019,31,44210,33.81,6909,15.63,519,1.17,62,0.14,130759
2,"NIC",558,"Nicaragua","DEN 2",2019,31,62990,1002.23,3016,4.79,368,0.58,8,0.013,6285
2,"PAN",591,"Panama","DEN 1,3",2019,31,2439,58.59,1341,54.98,7,0.29,3,0.123,4163
2,NA,NA,"Central America Ithsmus and Mexico",NA,2019,NA,202413,112.85,13260,6.55,11857,5.86,231,0.114,179357
3,"BOL",68,"Bolivia","DEN 1,2",2019,31,10793,96.23,4408,40.84,75,0.69,19,0.176,11216
3,"COL",170,"Colombia","DEN 1,2,3",2019,31,75597,152.83,19744,26.12,806,1.07,41,0.054,49465
3,"ECU",593,"Ecuador","DEN 1,2",2019,31,5626,33.36,821,14.59,24,0.43,2,0.036,16863
3,"PER",604,"Peru","DEN 1,2,3,4",2019,31,8128,24.97,NA,NA,46,0.57,15,0.185,32552
3,"VEN",862,"Venezuela","DEN 1,2,3",2019,31,7503,23.17,738,9.84,31,0.41,8,0.107,32381
3,NA,NA,"Andean Subregion",NA,2019,NA,107647,75.55,25711,23.88,982,0.91,85,0.079,142477
4,"ARG",32,"Argentina","DEN 1,4",2019,31,3166,7.08,1703,53.79,0,0,0,0,44689
4,"BRA",76,"Brazil","DEN 1,2,3,4",2019,31,2023935,970.74,1202181,59.4,1325,0.07,758,0.037,208495
4,"CHL",152,"Chile","DEN 1",2019,31,29,0.16,28,96.55,0,0,0,0,18197
4,"PRY",600,"Paraguay","DEN 1,2,4",2019,31,8339,120.91,588,7.05,NA,NA,9,0.108,6897
4,"URY",858,"Uruguay",NA,2019,31,0,0,0,NA,0,NA,0,NA,3470
4,NA,NA,"Southern Cone",NA,2019,NA,2035469,722.44,1204500,59.18,1325,0.07,767,0.038,281748
5,"CUB",192,"Cuba","DEN 2",2019,26,1542,13.42,1542,100,3,0.19,0,0,11489
5,"DOM",214,"Dominican Republic","DEN 1,3",2019,31,7324,67.3,2253,30.76,160,2.18,10,0.137,10883
5,"PRI",630,"Puerto Rico",NA,2019,31,0,0,0,NA,0,NA,0,NA,3659
5,NA,NA,"Latin Caribbean",NA,2019,NA,8866,34.06,3795,42.8,163,1.84,10,0.113,26031
6,"AIA",660,"Anguilla",NA,2019,17,0,0,0,NA,0,NA,0,NA,17
6,"ATG",28,"Antigua and Barbuda","DEN 3",2019,24,203,197.09,17,8.37,0,0,0,0,103
6,"ABW",533,"Aruba",NA,2019,31,106,100,4,3.77,0,0,0,0,106
6,"BHS",44,"Bahamas",NA,2019,24,15,3.76,0,0,0,0,0,0,399
6,"BRB",52,"Barbados",NA,2019,31,56,19.58,0,0,0,0,0,0,286
6,"BMU",60,"Bermuda",NA,2019,31,1,1.41,1,100,0,0,0,0,71
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2019,31,0,0,0,NA,0,NA,0,NA,26
6,"CYM",136,"Cayman Islands",NA,2019,31,32,53.33,0,0,0,0,0,0,60
6,"CUW",531,"Curaçao",NA,2019,31,0,0,0,NA,0,NA,0,NA,162
6,"DMA",212,"Dominica","DEN 3",2019,31,56,75.68,2,3.57,0,0,0,0,74
6,"GUF",254,"French Guiana","DEN 1,2",2019,31,51,17.59,51,100,0,0,0,0,290
6,"GRD",308,"Grenada",NA,2019,31,106,98.15,106,100,0,0,0,0,108
6,"GLP",312,"Guadeloupe","DEN 1",2019,7,192,42.76,7,3.65,0,0,0,0,449
6,"GUY",328,"Guyana",NA,2019,24,230,29.41,230,100,0,0,0,0,782
6,"HTI",332,"Haiti",NA,2019,31,40,0.36,NA,NA,NA,NA,0,0,11113
6,"JAM",388,"Jamaica","DEN 2,3",2019,31,3967,136.84,43,1.08,3,0.08,6,0.151,2899
6,"MTQ",474,"Martinique","DEN 1,2,3",2019,24,430,111.69,7,1.63,0,0,0,0,385
6,"MSR",500,"Montserrat",NA,2019,31,1,20,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2019,31,0,0,0,NA,0,NA,0,NA,9
6,"KNA",659,"Saint Kitts and Nevis",NA,2019,31,37,84.09,0,0,0,0,0,0,44
6,"LCA",662,"Saint Lucia",NA,2019,31,16,8.89,16,100,0,0,0,0,180
6,"MAF",663,"Saint Martin","DEN 1",2019,7,20,62.5,2,10,0,0,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2019,31,7,6.36,0,0,0,0,0,0,110
6,"SXM",534,"Sint Maarten",NA,2019,31,2,4.65,2,100,0,0,0,0,43
6,"SUR",740,"Suriname","DEN 4",2019,31,39,6.87,4,10.26,0,0,0,0,568
6,"TTO",780,"Trinidad and Tobago","DEN 3",2019,31,106,7.72,1,0.94,0,0,0,0,1373
6,"TCA",796,"Turks and Caicos Islands","DEN 1",2019,31,13,46.43,1,7.69,0,0,0,0,28
6,"VGB",92,"Virgin Islands (UK)",NA,2019,31,21,75,21,100,0,0,0,0,28
6,"VIR",850,"Virgin Islands (US)",NA,2019,31,0,0,0,NA,0,NA,0,NA,105
6,NA,NA,"Non-Latin Caribbean",NA,2019,NA,5747,28.94,515,8.96,3,0.05,6,0.104,19855
7,NA,NA,"The Americas",NA,2019,NA,2360362,241.78,1248001,52.87,14331,0.61,1099,0.047,976235
1,"CAN",124,"Canada",NA,2019,32,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2019,32,244,0.07,244,100,5,2.05,0,0,326767
1,NA,NA,"North America",NA,2019,NA,244,0.07,244,100,5,2.05,0,0,326767
2,"BLZ",84,"Belize","DEN 1,2,3",2019,32,1206,315.71,544,45.11,53,4.39,0,0,382
2,"CRI",188,"Costa Rica","DEN 1,2",2019,32,3993,80.62,164,4.11,2,0.05,0,0,4953
2,"SLV",222,"El Salvador","DEN 2",2019,32,12978,202.4,601,4.63,95,0.73,5,0.039,6412
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2019,32,19922,115.52,890,4.47,89,0.45,52,0.261,17245
2,"HND",340,"Honduras","DEN 1,2",2019,32,67640,738.59,101,0.15,11847,17.51,111,0.164,9158
2,"MEX",484,"Mexico","DEN 1,2,3,4",2019,32,49270,37.68,8023,16.28,593,1.2,68,0.138,130759
2,"NIC",558,"Nicaragua","DEN 2",2019,32,69475,1105.41,3473,5,392,0.56,8,0.012,6285
2,"PAN",591,"Panama","DEN 1,3",2019,32,2621,62.96,1464,55.86,7,0.27,3,0.114,4163
2,NA,NA,"Central America Ithsmus and Mexico",NA,2019,NA,227105,126.62,15260,6.72,13078,5.76,247,0.109,179357
3,"BOL",68,"Bolivia","DEN 1,2",2019,32,10911,97.28,4432,40.62,76,0.7,19,0.174,11216
3,"COL",170,"Colombia","DEN 1,2,3",2019,32,76951,155.57,20691,26.89,831,1.08,44,0.057,49465
3,"ECU",593,"Ecuador","DEN 1,2",2019,32,5776,34.25,821,14.21,24,0.42,2,0.035,16863
3,"PER",604,"Peru","DEN 1,2,3,4",2019,32,8325,25.57,NA,NA,48,0.58,15,0.18,32552
3,"VEN",862,"Venezuela","DEN 1,2,3",2019,32,7874,24.32,738,9.37,31,0.39,8,0.102,32381
3,NA,NA,"Andean Subregion",NA,2019,NA,109837,77.09,26682,24.29,1010,0.92,88,0.08,142477
4,"ARG",32,"Argentina","DEN 1,4",2019,32,3166,7.08,1703,53.79,0,0,0,0,44689
4,"BRA",76,"Brazil","DEN 1,2,3,4",2019,32,2037651,977.31,1207794,59.27,1343,0.07,764,0.037,208495
4,"CHL",152,"Chile","DEN 1",2019,32,29,0.16,28,96.55,0,0,0,0,18197
4,"PRY",600,"Paraguay","DEN 1,2,4",2019,32,8371,121.37,592,7.07,NA,NA,9,0.108,6897
4,"URY",858,"Uruguay",NA,2019,32,0,0,0,NA,0,NA,0,NA,3470
4,NA,NA,"Southern Cone",NA,2019,NA,2049217,727.32,1210117,59.05,1343,0.07,773,0.038,281748
5,"CUB",192,"Cuba","DEN 2",2019,26,1542,13.42,1542,100,3,0.19,0,0,11489
5,"DOM",214,"Dominican Republic","DEN 1,3",2019,32,8074,74.19,2253,27.9,171,2.12,12,0.149,10883
5,"PRI",630,"Puerto Rico",NA,2019,32,0,0,0,NA,0,NA,0,NA,3659
5,NA,NA,"Latin Caribbean",NA,2019,NA,9616,36.94,3795,39.47,174,1.81,12,0.125,26031
6,"AIA",660,"Anguilla",NA,2019,32,2,11.76,0,0,0,0,0,0,17
6,"ATG",28,"Antigua and Barbuda","DEN 3",2019,24,203,197.09,17,8.37,0,0,0,0,103
6,"ABW",533,"Aruba",NA,2019,32,106,100,4,3.77,0,0,0,0,106
6,"BHS",44,"Bahamas",NA,2019,24,15,3.76,0,0,0,0,0,0,399
6,"BRB",52,"Barbados",NA,2019,32,60,20.98,0,0,0,0,0,0,286
6,"BMU",60,"Bermuda",NA,2019,32,2,2.82,2,100,0,0,0,0,71
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2019,32,0,0,0,NA,0,NA,0,NA,26
6,"CYM",136,"Cayman Islands",NA,2019,32,32,53.33,0,0,0,0,0,0,60
6,"CUW",531,"Curaçao",NA,2019,32,0,0,0,NA,0,NA,0,NA,162
6,"DMA",212,"Dominica","DEN 3",2019,32,56,75.68,2,3.57,0,0,0,0,74
6,"GUF",254,"French Guiana","DEN 1,2",2019,32,59,20.34,59,100,0,0,0,0,290
6,"GRD",308,"Grenada",NA,2019,32,106,98.15,106,100,0,0,0,0,108
6,"GLP",312,"Guadeloupe","DEN 1",2019,7,192,42.76,7,3.65,0,0,0,0,449
6,"GUY",328,"Guyana",NA,2019,24,230,29.41,230,100,0,0,0,0,782
6,"HTI",332,"Haiti",NA,2019,32,40,0.36,NA,NA,NA,NA,0,0,11113
6,"JAM",388,"Jamaica","DEN 2,3",2019,32,4045,139.53,44,1.09,3,0.07,6,0.148,2899
6,"MTQ",474,"Martinique","DEN 1,2,3",2019,24,430,111.69,7,1.63,0,0,0,0,385
6,"MSR",500,"Montserrat",NA,2019,32,1,20,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2019,32,0,0,0,NA,0,NA,0,NA,9
6,"KNA",659,"Saint Kitts and Nevis",NA,2019,32,37,84.09,0,0,0,0,0,0,44
6,"LCA",662,"Saint Lucia",NA,2019,32,16,8.89,16,100,0,0,0,0,180
6,"MAF",663,"Saint Martin","DEN 1",2019,7,20,62.5,2,10,0,0,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2019,32,7,6.36,0,0,0,0,0,0,110
6,"SXM",534,"Sint Maarten",NA,2019,32,8,18.6,8,100,0,0,0,0,43
6,"SUR",740,"Suriname","DEN 4",2019,32,39,6.87,4,10.26,0,0,0,0,568
6,"TTO",780,"Trinidad and Tobago","DEN 3",2019,32,106,7.72,1,0.94,0,0,0,0,1373
6,"TCA",796,"Turks and Caicos Islands","DEN 1",2019,32,14,50,1,7.14,0,0,0,0,28
6,"VGB",92,"Virgin Islands (UK)",NA,2019,32,51,182.14,51,100,0,0,0,0,28
6,"VIR",850,"Virgin Islands (US)",NA,2019,32,0,0,0,NA,0,NA,0,NA,105
6,NA,NA,"Non-Latin Caribbean",NA,2019,NA,5877,29.6,561,9.55,3,0.05,6,0.102,19855
7,NA,NA,"The Americas",NA,2019,NA,2401896,246.04,1256659,52.32,15613,0.65,1126,0.047,976235
1,"CAN",124,"Canada",NA,2019,33,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2019,33,295,0.09,295,100,5,1.69,0,0,326767
1,NA,NA,"North America",NA,2019,NA,295,0.09,295,100,5,1.69,0,0,326767
2,"BLZ",84,"Belize","DEN 1,2,3",2019,33,1325,346.86,640,48.3,53,4,0,0,382
2,"CRI",188,"Costa Rica","DEN 1,2",2019,33,4288,86.57,172,4.01,2,0.05,0,0,4953
2,"SLV",222,"El Salvador","DEN 2",2019,33,14106,219.99,601,4.26,97,0.69,5,0.035,6412
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2019,33,23017,133.47,942,4.09,95,0.41,56,0.243,17245
2,"HND",340,"Honduras","DEN 1,2",2019,33,74306,811.38,106,0.14,12763,17.18,114,0.153,9158
2,"MEX",484,"Mexico","DEN 1,2,3,4",2019,33,55774,42.65,8973,16.09,638,1.14,82,0.147,130759
2,"NIC",558,"Nicaragua","DEN 2",2019,33,77205,1228.4,3992,5.17,425,0.55,9,0.012,6285
2,"PAN",591,"Panama","DEN 1,3",2019,33,2802,67.31,1588,56.67,7,0.25,3,0.107,4163
2,NA,NA,"Central America Ithsmus and Mexico",NA,2019,NA,252823,140.96,17014,6.73,14080,5.57,269,0.106,179357
3,"BOL",68,"Bolivia","DEN 1,2",2019,33,11033,98.37,4457,40.4,76,0.69,19,0.172,11216
3,"COL",170,"Colombia","DEN 1,2,3",2019,33,79639,161,21493,26.99,854,1.07,44,0.055,49465
3,"ECU",593,"Ecuador","DEN 1,2",2019,33,5908,35.04,821,13.9,24,0.41,2,0.034,16863
3,"PER",604,"Peru","DEN 1,2,3,4",2019,33,8449,25.96,NA,NA,49,0.58,15,0.178,32552
3,"VEN",862,"Venezuela","DEN 1,2,3",2019,33,8228,25.41,738,8.97,31,0.38,8,0.097,32381
3,NA,NA,"Andean Subregion",NA,2019,NA,113257,79.49,27509,24.29,1034,0.91,88,0.078,142477
4,"ARG",32,"Argentina","DEN 1,4",2019,33,3167,7.09,1703,53.77,0,0,0,0,44689
4,"BRA",76,"Brazil","DEN 1,2,3,4",2019,33,2049652,983.07,1212533,59.16,1357,0.07,770,0.038,208495
4,"CHL",152,"Chile","DEN 1",2019,33,29,0.16,28,96.55,0,0,0,0,18197
4,"PRY",600,"Paraguay","DEN 1,2,4",2019,33,7897,114.5,595,7.53,NA,NA,9,0.114,6897
4,"URY",858,"Uruguay",NA,2019,33,0,0,0,NA,0,NA,0,NA,3470
4,NA,NA,"Southern Cone",NA,2019,NA,2060745,731.41,1214859,58.95,1357,0.07,779,0.038,281748
5,"CUB",192,"Cuba","DEN 2",2019,26,1542,13.42,1542,100,3,0.19,0,0,11489
5,"DOM",214,"Dominican Republic","DEN 1,3",2019,33,8855,81.37,2253,25.44,189,2.13,12,0.136,10883
5,"PRI",630,"Puerto Rico",NA,2019,33,0,0,0,NA,0,NA,0,NA,3659
5,NA,NA,"Latin Caribbean",NA,2019,NA,10397,39.94,3795,36.5,192,1.85,12,0.115,26031
6,"AIA",660,"Anguilla",NA,2019,32,2,11.76,0,0,0,0,0,0,17
6,"ATG",28,"Antigua and Barbuda","DEN 3",2019,24,203,197.09,17,8.37,0,0,0,0,103
6,"ABW",533,"Aruba",NA,2019,33,106,100,4,3.77,0,0,0,0,106
6,"BHS",44,"Bahamas",NA,2019,24,15,3.76,0,0,0,0,0,0,399
6,"BRB",52,"Barbados",NA,2019,33,62,21.68,0,0,0,0,0,0,286
6,"BMU",60,"Bermuda",NA,2019,33,2,2.82,2,100,0,0,0,0,71
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2019,33,0,0,0,NA,0,NA,0,NA,26
6,"CYM",136,"Cayman Islands",NA,2019,33,32,53.33,0,0,0,0,0,0,60
6,"CUW",531,"Curaçao",NA,2019,33,0,0,0,NA,0,NA,0,NA,162
6,"DMA",212,"Dominica","DEN 3",2019,33,56,75.68,2,3.57,0,0,0,0,74
6,"GUF",254,"French Guiana","DEN 1,2",2019,33,67,23.1,67,100,0,0,0,0,290
6,"GRD",308,"Grenada",NA,2019,32,106,98.15,106,100,0,0,0,0,108
6,"GLP",312,"Guadeloupe","DEN 1",2019,7,192,42.76,7,3.65,0,0,0,0,449
6,"GUY",328,"Guyana",NA,2019,24,230,29.41,230,100,0,0,0,0,782
6,"HTI",332,"Haiti",NA,2019,33,40,0.36,NA,NA,NA,NA,0,0,11113
6,"JAM",388,"Jamaica","DEN 2,3",2019,33,4148,143.08,44,1.06,3,0.07,6,0.145,2899
6,"MTQ",474,"Martinique","DEN 1,2,3",2019,24,430,111.69,7,1.63,0,0,0,0,385
6,"MSR",500,"Montserrat",NA,2019,33,1,20,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2019,33,0,0,0,NA,0,NA,0,NA,9
6,"KNA",659,"Saint Kitts and Nevis",NA,2019,33,37,84.09,0,0,0,0,0,0,44
6,"LCA",662,"Saint Lucia",NA,2019,33,16,8.89,16,100,0,0,0,0,180
6,"MAF",663,"Saint Martin","DEN 1",2019,7,20,62.5,2,10,0,0,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2019,33,7,6.36,0,0,0,0,0,0,110
6,"SXM",534,"Sint Maarten",NA,2019,33,8,18.6,8,100,0,0,0,0,43
6,"SUR",740,"Suriname","DEN 4",2019,33,39,6.87,4,10.26,0,0,0,0,568
6,"TTO",780,"Trinidad and Tobago","DEN 3",2019,33,106,7.72,1,0.94,0,0,0,0,1373
6,"TCA",796,"Turks and Caicos Islands","DEN 1",2019,33,14,50,1,7.14,0,0,0,0,28
6,"VGB",92,"Virgin Islands (UK)",NA,2019,33,51,182.14,51,100,0,0,0,0,28
6,"VIR",850,"Virgin Islands (US)",NA,2019,33,0,0,0,NA,0,NA,0,NA,105
6,NA,NA,"Non-Latin Caribbean",NA,2019,NA,5990,30.17,569,9.5,3,0.05,6,0.1,19855
7,NA,NA,"The Americas",NA,2019,NA,2443507,250.3,1264041,51.73,16671,0.68,1154,0.047,976235
1,"CAN",124,"Canada",NA,2019,34,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2019,34,336,0.1,336,100,5,1.49,0,0,326767
1,NA,NA,"North America",NA,2019,NA,336,0.1,336,100,5,1.49,0,0,326767
2,"BLZ",84,"Belize","DEN 1,2,3",2019,34,1485,388.74,803,54.07,53,3.57,0,0,382
2,"CRI",188,"Costa Rica","DEN 1,2",2019,34,4669,94.27,192,4.11,2,0.04,0,0,4953
2,"SLV",222,"El Salvador","DEN 2",2019,34,15278,238.27,662,4.33,95,0.62,5,0.033,6412
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2019,34,25954,150.5,992,3.82,98,0.38,57,0.22,17245
2,"HND",340,"Honduras","DEN 1,2",2019,34,80252,876.3,117,0.15,13650,17.01,119,0.148,9158
2,"MEX",484,"Mexico","DEN 1,2,3,4",2019,34,63911,48.88,10211,15.98,699,1.09,99,0.155,130759
2,"NIC",558,"Nicaragua","DEN 2",2019,34,85671,1363.1,4464,5.21,512,0.6,12,0.014,6285
2,"PAN",591,"Panama","DEN 1,3",2019,34,3049,73.24,1766,57.92,7,0.23,3,0.098,4163
2,NA,NA,"Central America Ithsmus and Mexico",NA,2019,NA,280269,156.26,19207,6.85,15116,5.39,295,0.105,179357
3,"BOL",68,"Bolivia","DEN 1,2",2019,34,11186,99.73,4484,40.09,77,0.69,19,0.17,11216
3,"COL",170,"Colombia","DEN 1,2,3",2019,34,82110,166,21597,26.3,889,1.08,45,0.055,49465
3,"ECU",593,"Ecuador","DEN 1,2",2019,34,6065,35.97,821,13.54,24,0.4,2,0.033,16863
3,"PER",604,"Peru","DEN 1,2,3,4",2019,34,8659,26.6,NA,NA,49,0.57,15,0.173,32552
3,"VEN",862,"Venezuela","DEN 1,2,3",2019,34,8695,26.85,738,8.49,31,0.36,8,0.092,32381
3,NA,NA,"Andean Subregion",NA,2019,NA,116715,81.92,27640,23.68,1070,0.92,89,0.076,142477
4,"ARG",32,"Argentina","DEN 1,4",2019,34,3170,7.09,1703,53.72,0,0,0,0,44689
4,"BRA",76,"Brazil","DEN 1,2,3,4",2019,34,2060678,988.36,1216839,59.05,1370,0.07,776,0.038,208495
4,"CHL",152,"Chile","DEN 1",2019,34,29,0.16,28,96.55,0,0,0,0,18197
4,"PRY",600,"Paraguay","DEN 1,2,4",2019,34,8602,124.72,614,7.14,NA,NA,9,0.105,6897
4,"URY",858,"Uruguay",NA,2019,34,0,0,0,NA,0,NA,0,NA,3470
4,NA,NA,"Southern Cone",NA,2019,NA,2072479,735.58,1219184,58.83,1370,0.07,785,0.038,281748
5,"CUB",192,"Cuba","DEN 2",2019,26,1542,13.42,1542,100,3,0.19,0,0,11489
5,"DOM",214,"Dominican Republic","DEN 1,3",2019,34,9793,89.98,2253,23.01,198,2.02,17,0.174,10883
5,"PRI",630,"Puerto Rico",NA,2019,34,0,0,0,NA,0,NA,0,NA,3659
5,NA,NA,"Latin Caribbean",NA,2019,NA,11335,43.54,3795,33.48,201,1.77,17,0.15,26031
6,"AIA",660,"Anguilla",NA,2019,32,2,11.76,0,0,0,0,0,0,17
6,"ATG",28,"Antigua and Barbuda","DEN 3",2019,24,203,197.09,17,8.37,0,0,0,0,103
6,"ABW",533,"Aruba",NA,2019,34,106,100,4,3.77,0,0,0,0,106
6,"BHS",44,"Bahamas",NA,2019,24,15,3.76,0,0,0,0,0,0,399
6,"BRB",52,"Barbados",NA,2019,34,67,23.43,0,0,0,0,0,0,286
6,"BMU",60,"Bermuda",NA,2019,34,2,2.82,2,100,0,0,0,0,71
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2019,34,0,0,0,NA,0,NA,0,NA,26
6,"CYM",136,"Cayman Islands",NA,2019,34,32,53.33,0,0,0,0,0,0,60
6,"CUW",531,"Curaçao",NA,2019,34,0,0,0,NA,0,NA,0,NA,162
6,"DMA",212,"Dominica","DEN 3",2019,34,56,75.68,2,3.57,0,0,0,0,74
6,"GUF",254,"French Guiana","DEN 1,2",2019,34,71,24.48,71,100,0,0,0,0,290
