"ID","iso_code","country_code","country_or_subregion","serotype","year","epi_week","total_cases","incidence_rate","laboratory_confirmed","perc_laboratory_confirmed","severe_dengue","SD_D_per_100","deaths","CFR","population_per_1000"
6,"GRD",308,"Grenada",NA,2019,32,106,98.15,106,100,0,0,0,0,108
6,"GLP",312,"Guadeloupe","DEN 1",2019,7,192,42.76,7,3.65,0,0,0,0,449
6,"GUY",328,"Guyana",NA,2019,24,230,29.41,230,100,0,0,0,0,782
6,"HTI",332,"Haiti",NA,2019,34,42,0.38,NA,NA,NA,NA,0,0,11113
6,"JAM",388,"Jamaica","DEN 2,3",2019,34,4268,147.22,44,1.03,3,0.07,6,0.141,2899
6,"MTQ",474,"Martinique","DEN 1,2,3",2019,24,430,111.69,7,1.63,0,0,0,0,385
6,"MSR",500,"Montserrat",NA,2019,34,1,20,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2019,34,0,0,0,NA,0,NA,0,NA,9
6,"KNA",659,"Saint Kitts and Nevis",NA,2019,34,37,84.09,0,0,0,0,0,0,44
6,"LCA",662,"Saint Lucia",NA,2019,34,16,8.89,16,100,0,0,0,0,180
6,"MAF",663,"Saint Martin","DEN 1",2019,7,20,62.5,2,10,0,0,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2019,34,7,6.36,0,0,0,0,0,0,110
6,"SXM",534,"Sint Maarten",NA,2019,34,8,18.6,8,100,0,0,0,0,43
6,"SUR",740,"Suriname","DEN 4",2019,34,46,8.1,7,15.22,0,0,0,0,568
6,"TTO",780,"Trinidad and Tobago","DEN 3",2019,34,298,21.7,3,1.01,0,0,0,0,1373
6,"TCA",796,"Turks and Caicos Islands","DEN 1",2019,34,14,50,1,7.14,0,0,0,0,28
6,"VGB",92,"Virgin Islands (UK)",NA,2019,34,51,182.14,51,100,0,0,0,0,28
6,"VIR",850,"Virgin Islands (US)",NA,2019,34,0,0,0,NA,0,NA,0,NA,105
6,NA,NA,"Non-Latin Caribbean",NA,2019,NA,6320,31.83,578,9.15,3,0.05,6,0.095,19855
7,NA,NA,"The Americas",NA,2019,NA,2487454,254.8,1270740,51.09,17765,0.71,1192,0.048,976235
1,"CAN",124,"Canada",NA,2019,35,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2019,35,404,0.12,404,100,6,1.49,0,0,326767
1,NA,NA,"North America",NA,2019,NA,404,0.12,404,100,6,1.49,0,0,326767
2,"BLZ",84,"Belize","DEN 1,2,3",2019,35,1714,448.69,944,55.08,53,3.09,0,0,382
2,"CRI",188,"Costa Rica","DEN 1,2",2019,35,5011,101.17,211,4.21,2,0.04,0,0,4953
2,"SLV",222,"El Salvador","DEN 2",2019,35,16573,258.47,667,4.02,98,0.59,5,0.03,6412
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2019,35,28794,166.97,1029,3.57,102,0.35,59,0.205,17245
2,"HND",340,"Honduras","DEN 1,2",2019,35,85587,934.56,128,0.15,14386,16.81,126,0.147,9158
2,"MEX",484,"Mexico","DEN 1,2,3,4",2019,35,74277,56.8,11593,15.61,798,1.07,116,0.156,130759
2,"NIC",558,"Nicaragua","DEN 2",2019,35,94974,1511.12,4921,5.18,587,0.62,13,0.014,6285
2,"PAN",591,"Panama","DEN 1,3",2019,35,3269,78.53,1911,58.46,7,0.21,3,0.092,4163
2,NA,NA,"Central America Ithsmus and Mexico",NA,2019,NA,310199,172.95,21404,6.9,16033,5.17,322,0.104,179357
3,"BOL",68,"Bolivia","DEN 1,2",2019,35,11350,101.19,4520,39.82,79,0.7,19,0.167,11216
3,"COL",170,"Colombia","DEN 1,2,3",2019,35,84644,171.12,23341,27.58,919,1.09,48,0.057,49465
3,"ECU",593,"Ecuador","DEN 1,2",2019,35,6203,36.78,821,13.24,24,0.39,2,0.032,16863
3,"PER",604,"Peru","DEN 1,2,3,4",2019,35,8864,27.23,NA,NA,51,0.58,15,0.169,32552
3,"VEN",862,"Venezuela","DEN 1,2,3",2019,35,9124,28.18,781,8.56,44,0.48,14,0.153,32381
3,NA,NA,"Andean Subregion",NA,2019,NA,120185,84.35,29463,24.51,1117,0.93,98,0.082,142477
4,"ARG",32,"Argentina","DEN 1,4",2019,35,3173,7.1,1703,53.67,0,0,0,0,44689
4,"BRA",76,"Brazil","DEN 1,2,3,4",2019,35,2070999,993.31,1220664,58.94,1377,0.07,777,0.038,208495
4,"CHL",152,"Chile","DEN 1",2019,35,29,0.16,28,96.55,0,0,0,0,18197
4,"PRY",600,"Paraguay","DEN 1,2,4",2019,35,8608,124.81,617,7.17,NA,NA,9,0.105,6897
4,"URY",858,"Uruguay",NA,2019,35,0,0,0,NA,0,NA,0,NA,3470
4,NA,NA,"Southern Cone",NA,2019,NA,2082809,739.25,1223012,58.72,1377,0.07,786,0.038,281748
5,"CUB",192,"Cuba","DEN 2",2019,35,2556,22.25,2556,100,3,0.12,0,0,11489
5,"DOM",214,"Dominican Republic","DEN 1,3",2019,35,10636,97.73,2253,21.18,211,1.98,22,0.207,10883
5,"PRI",630,"Puerto Rico",NA,2019,35,0,0,0,NA,0,NA,0,NA,3659
5,NA,NA,"Latin Caribbean",NA,2019,NA,13192,50.68,4809,36.45,214,1.62,22,0.167,26031
6,"AIA",660,"Anguilla",NA,2019,32,2,11.76,0,0,0,0,0,0,17
6,"ATG",28,"Antigua and Barbuda","DEN 3",2019,24,203,197.09,17,8.37,0,0,0,0,103
6,"ABW",533,"Aruba",NA,2019,35,106,100,4,3.77,0,0,0,0,106
6,"BHS",44,"Bahamas",NA,2019,24,15,3.76,0,0,0,0,0,0,399
6,"BRB",52,"Barbados",NA,2019,35,68,23.78,0,0,0,0,0,0,286
6,"BMU",60,"Bermuda",NA,2019,35,2,2.82,2,100,0,0,0,0,71
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2019,35,0,0,0,NA,0,NA,0,NA,26
6,"CYM",136,"Cayman Islands",NA,2019,35,32,53.33,0,0,0,0,0,0,60
6,"CUW",531,"Curaçao",NA,2019,35,0,0,0,NA,0,NA,0,NA,162
6,"DMA",212,"Dominica","DEN 3",2019,35,56,75.68,2,3.57,0,0,0,0,74
6,"GUF",254,"French Guiana","DEN 1,2",2019,35,83,28.62,83,100,0,0,0,0,290
6,"GRD",308,"Grenada",NA,2019,32,106,98.15,106,100,0,0,0,0,108
6,"GLP",312,"Guadeloupe","DEN 1,2",2019,35,430,95.77,32,7.44,0,0,0,0,449
6,"GUY",328,"Guyana",NA,2019,24,230,29.41,230,100,0,0,0,0,782
6,"HTI",332,"Haiti",NA,2019,35,44,0.4,NA,NA,NA,NA,0,0,11113
6,"JAM",388,"Jamaica","DEN 2,3",2019,35,4408,152.05,47,1.07,3,0.07,7,0.159,2899
6,"MTQ",474,"Martinique","DEN 1,2,3",2019,35,512,132.99,10,1.95,0,0,0,0,385
6,"MSR",500,"Montserrat",NA,2019,35,1,20,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2019,35,0,0,0,NA,0,NA,0,NA,9
6,"KNA",659,"Saint Kitts and Nevis",NA,2019,35,37,84.09,0,0,0,0,0,0,44
6,"LCA",662,"Saint Lucia",NA,2019,35,16,8.89,16,100,0,0,0,0,180
6,"MAF",663,"Saint Martin","DEN 1",2019,35,70,218.75,9,12.86,0,0,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2019,35,7,6.36,0,0,0,0,0,0,110
6,"SXM",534,"Sint Maarten",NA,2019,35,8,18.6,8,100,0,0,0,0,43
6,"SUR",740,"Suriname","DEN 4",2019,35,46,8.1,7,15.22,0,0,0,0,568
6,"TTO",780,"Trinidad and Tobago","DEN 3",2019,35,298,21.7,3,1.01,0,0,0,0,1373
6,"TCA",796,"Turks and Caicos Islands","DEN 1",2019,35,14,50,1,7.14,0,0,0,0,28
6,"VGB",92,"Virgin Islands (UK)",NA,2019,35,51,182.14,51,100,0,0,0,0,28
6,"VIR",850,"Virgin Islands (US)",NA,2019,35,0,0,0,NA,0,NA,0,NA,105
6,NA,NA,"Non-Latin Caribbean",NA,2019,NA,6845,34.47,628,9.17,3,0.04,7,0.102,19855
7,NA,NA,"The Americas",NA,2019,NA,2533634,259.53,1279720,50.51,18750,0.74,1235,0.049,976235
1,"CAN",124,"Canada",NA,2019,36,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2019,36,454,0.14,454,100,8,1.76,0,0,326767
1,NA,NA,"North America",NA,2019,NA,454,0.14,454,100,8,1.76,0,0,326767
2,"BLZ",84,"Belize","DEN 1,2,3",2019,36,1865,488.22,1060,56.84,53,2.84,0,0,382
2,"CRI",188,"Costa Rica","DEN 1,2",2019,36,5346,107.93,223,4.17,2,0.04,0,0,4953
2,"SLV",222,"El Salvador","DEN 2",2019,36,17869,278.68,677,3.79,104,0.58,5,0.028,6412
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2019,36,31164,180.71,1048,3.36,103,0.33,60,0.193,17245
2,"HND",340,"Honduras","DEN 1,2",2019,36,90144,984.32,135,0.15,15020,16.66,133,0.148,9158
2,"MEX",484,"Mexico","DEN 1,2,3,4",2019,36,86947,66.49,13963,16.06,918,1.06,137,0.158,130759
2,"NIC",558,"Nicaragua","DEN 2",2019,36,103444,1645.89,5577,5.39,641,0.62,14,0.014,6285
2,"PAN",591,"Panama","DEN 1,3",2019,36,3490,83.83,2042,58.51,7,0.2,3,0.086,4163
2,NA,NA,"Central America Ithsmus and Mexico",NA,2019,NA,340269,189.72,24725,7.27,16848,4.95,352,0.103,179357
3,"BOL",68,"Bolivia","DEN 1,2",2019,36,11495,102.49,4543,39.52,79,0.69,19,0.165,11216
3,"COL",170,"Colombia","DEN 1,2,3",2019,36,87174,176.23,24131,27.68,959,1.1,55,0.063,49465
3,"ECU",593,"Ecuador","DEN 1,2",2019,36,6334,37.56,821,12.96,24,0.38,2,0.032,16863
3,"PER",604,"Peru","DEN 1,2,3,4",2019,36,9014,27.69,NA,NA,54,0.6,15,0.166,32552
3,"VEN",862,"Venezuela","DEN 1,2,3",2019,36,9475,29.26,781,8.24,44,0.46,14,0.148,32381
3,NA,NA,"Andean Subregion",NA,2019,NA,123492,86.68,30276,24.52,1160,0.94,105,0.085,142477
4,"ARG",32,"Argentina","DEN 1,4",2019,36,3174,7.1,1703,53.65,0,0,0,0,44689
4,"BRA",76,"Brazil","DEN 1,2,3,4",2019,36,2081113,998.16,1224283,58.83,1382,0.07,781,0.038,208495
4,"CHL",152,"Chile","DEN 1",2019,36,29,0.16,28,96.55,0,0,0,0,18197
4,"PRY",600,"Paraguay","DEN 1,2,4",2019,36,8613,124.88,623,7.23,NA,NA,9,0.104,6897
4,"URY",858,"Uruguay",NA,2019,36,0,0,0,NA,0,NA,0,NA,3470
4,NA,NA,"Southern Cone",NA,2019,NA,2092929,742.84,1226637,58.61,1382,0.07,790,0.038,281748
5,"CUB",192,"Cuba","DEN 2",2019,35,2556,22.25,2556,100,3,0.12,0,0,11489
5,"DOM",214,"Dominican Republic","DEN 1,3",2019,36,11332,104.13,2541,22.42,231,2.04,27,0.238,10883
5,"PRI",630,"Puerto Rico",NA,2019,36,2,0.05,2,100,0,0,0,0,3659
5,NA,NA,"Latin Caribbean",NA,2019,NA,13890,53.36,5099,36.71,234,1.68,27,0.194,26031
6,"AIA",660,"Anguilla",NA,2019,32,2,11.76,0,0,0,0,0,0,17
6,"ATG",28,"Antigua and Barbuda","DEN 3",2019,24,203,197.09,17,8.37,0,0,0,0,103
6,"ABW",533,"Aruba",NA,2019,36,106,100,4,3.77,0,0,0,0,106
6,"BHS",44,"Bahamas",NA,2019,24,15,3.76,0,0,0,0,0,0,399
6,"BRB",52,"Barbados",NA,2019,36,70,24.48,0,0,0,0,0,0,286
6,"BMU",60,"Bermuda",NA,2019,36,2,2.82,2,100,0,0,0,0,71
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2019,36,0,0,0,NA,0,NA,0,NA,26
6,"CYM",136,"Cayman Islands",NA,2019,36,35,58.33,1,2.86,0,0,0,0,60
6,"CUW",531,"Curaçao",NA,2019,36,0,0,0,NA,0,NA,0,NA,162
6,"DMA",212,"Dominica","DEN 3",2019,36,56,75.68,2,3.57,0,0,0,0,74
6,"GUF",254,"French Guiana","DEN 1,2",2019,36,107,36.9,107,100,0,0,0,0,290
6,"GRD",308,"Grenada",NA,2019,32,106,98.15,106,100,0,0,0,0,108
6,"GLP",312,"Guadeloupe","DEN 1,2",2019,35,430,95.77,32,7.44,0,0,0,0,449
6,"GUY",328,"Guyana",NA,2019,24,230,29.41,230,100,0,0,0,0,782
6,"HTI",332,"Haiti",NA,2019,36,50,0.45,NA,NA,NA,NA,0,0,11113
6,"JAM",388,"Jamaica","DEN 2,3",2019,36,4620,159.37,49,1.06,3,0.06,8,0.173,2899
6,"MTQ",474,"Martinique","DEN 1,2,3",2019,35,512,132.99,10,1.95,0,0,0,0,385
6,"MSR",500,"Montserrat",NA,2019,36,1,20,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2019,36,0,0,0,NA,0,NA,0,NA,9
6,"KNA",659,"Saint Kitts and Nevis",NA,2019,36,37,84.09,0,0,0,0,0,0,44
6,"LCA",662,"Saint Lucia",NA,2019,36,16,8.89,16,100,0,0,0,0,180
6,"MAF",663,"Saint Martin","DEN 1",2019,35,70,218.75,9,12.86,0,0,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2019,36,7,6.36,0,0,0,0,0,0,110
6,"SXM",534,"Sint Maarten",NA,2019,36,8,18.6,8,100,0,0,0,0,43
6,"SUR",740,"Suriname","DEN 4",2019,36,50,8.8,9,18,0,0,0,0,568
6,"TTO",780,"Trinidad and Tobago","DEN 3",2019,36,298,21.7,3,1.01,0,0,0,0,1373
6,"TCA",796,"Turks and Caicos Islands","DEN 1",2019,36,14,50,1,7.14,0,0,0,0,28
6,"VGB",92,"Virgin Islands (UK)",NA,2019,36,51,182.14,51,100,0,0,0,0,28
6,"VIR",850,"Virgin Islands (US)",NA,2019,36,0,0,0,NA,0,NA,0,NA,105
6,NA,NA,"Non-Latin Caribbean",NA,2019,NA,7096,35.74,657,9.26,3,0.04,8,0.113,19855
7,NA,NA,"The Americas",NA,2019,NA,2578130,264.09,1287848,49.95,19635,0.76,1282,0.05,976235
1,"CAN",124,"Canada",NA,2019,37,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2019,37,530,0.16,530,100,9,1.7,0,0,326767
1,NA,NA,"North America",NA,2019,NA,530,0.16,530,100,9,1.7,0,0,326767
2,"BLZ",84,"Belize","DEN 1,2,3",2019,37,1963,513.87,1175,59.86,53,2.7,0,0,382
2,"CRI",188,"Costa Rica","DEN 1,2",2019,37,5693,114.94,236,4.15,2,0.04,0,0,4953
2,"SLV",222,"El Salvador","DEN 2",2019,37,19102,297.91,686,3.59,105,0.55,6,0.031,6412
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2019,37,33463,194.04,1058,3.16,103,0.31,60,0.179,17245
2,"HND",340,"Honduras","DEN 1,2",2019,37,94347,1030.21,142,0.15,15621,16.56,143,0.152,9158
2,"MEX",484,"Mexico","DEN 1,2,3,4",2019,37,100510,76.87,16403,16.32,1148,1.14,155,0.154,130759
2,"NIC",558,"Nicaragua","DEN 2",2019,37,110367,1756.04,6029,5.46,714,0.65,17,0.015,6285
2,"PAN",591,"Panama","DEN 1,3",2019,37,3769,90.54,2221,58.93,7,0.19,3,0.08,4163
2,NA,NA,"Central America Ithsmus and Mexico",NA,2019,NA,369214,205.85,27950,7.57,17753,4.81,384,0.104,179357
3,"BOL",68,"Bolivia","DEN 1,2",2019,37,11666,104.01,4585,39.3,80,0.69,19,0.163,11216
3,"COL",170,"Colombia","DEN 1,2,3",2019,37,89781,181.5,24395,27.17,987,1.1,58,0.065,49465
3,"ECU",593,"Ecuador","DEN 1,2",2019,37,6460,38.31,821,12.71,27,0.42,2,0.031,16863
3,"PER",604,"Peru","DEN 1,2,3,4",2019,37,9185,28.22,NA,NA,53,0.58,15,0.163,32552
3,"VEN",862,"Venezuela","DEN 1,2,3",2019,37,10066,31.09,781,7.76,44,0.44,14,0.139,32381
3,NA,NA,"Andean Subregion",NA,2019,NA,127158,89.25,30582,24.05,1191,0.94,108,0.085,142477
4,"ARG",32,"Argentina","DEN 1,4",2019,37,3174,7.1,1707,53.78,0,0,0,0,44689
4,"BRA",76,"Brazil","DEN 1,2,3,4",2019,37,2091653,1003.21,1227942,58.71,1391,0.07,784,0.037,208495
4,"CHL",152,"Chile","DEN 1",2019,37,29,0.16,28,96.55,0,0,0,0,18197
4,"PRY",600,"Paraguay","DEN 1,2,4",2019,37,8615,124.91,624,7.24,NA,NA,9,0.104,6897
4,"URY",858,"Uruguay",NA,2019,37,0,0,0,NA,0,NA,0,NA,3470
4,NA,NA,"Southern Cone",NA,2019,NA,2103471,746.58,1230301,58.49,1391,0.07,793,0.038,281748
5,"CUB",192,"Cuba","DEN 2",2019,35,2556,22.25,2556,100,3,0.12,0,0,11489
5,"DOM",214,"Dominican Republic","DEN 1,3",2019,37,12006,110.32,2541,21.16,231,1.92,30,0.25,10883
5,"PRI",630,"Puerto Rico",NA,2019,37,0,0,0,NA,0,NA,0,NA,3659
5,NA,NA,"Latin Caribbean",NA,2019,NA,14562,55.94,5097,35,234,1.61,30,0.206,26031
6,"AIA",660,"Anguilla",NA,2019,32,2,11.76,0,0,0,0,0,0,17
6,"ATG",28,"Antigua and Barbuda","DEN 3",2019,24,203,197.09,17,8.37,0,0,0,0,103
6,"ABW",533,"Aruba",NA,2019,37,106,100,4,3.77,0,0,0,0,106
6,"BHS",44,"Bahamas",NA,2019,24,15,3.76,0,0,0,0,0,0,399
6,"BRB",52,"Barbados",NA,2019,37,72,25.17,0,0,0,0,0,0,286
6,"BMU",60,"Bermuda",NA,2019,37,2,2.82,2,100,0,0,0,0,71
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2019,37,0,0,0,NA,0,NA,0,NA,26
6,"CYM",136,"Cayman Islands",NA,2019,37,35,58.33,1,2.86,0,0,0,0,60
6,"CUW",531,"Curaçao",NA,2019,37,0,0,0,NA,0,NA,0,NA,162
6,"DMA",212,"Dominica","DEN 3",2019,37,56,75.68,2,3.57,0,0,0,0,74
6,"GUF",254,"French Guiana","DEN 1,2",2019,37,115,39.66,115,100,0,0,0,0,290
6,"GRD",308,"Grenada",NA,2019,32,106,98.15,106,100,0,0,0,0,108
6,"GLP",312,"Guadeloupe","DEN 1,2",2019,35,430,95.77,32,7.44,0,0,0,0,449
6,"GUY",328,"Guyana",NA,2019,24,230,29.41,230,100,0,0,0,0,782
6,"HTI",332,"Haiti",NA,2019,37,62,0.56,NA,NA,NA,NA,0,0,11113
6,"JAM",388,"Jamaica","DEN 2,3",2019,37,4846,167.16,51,1.05,3,0.06,9,0.186,2899
6,"MTQ",474,"Martinique","DEN 1,2,3",2019,35,512,132.99,10,1.95,0,0,0,0,385
6,"MSR",500,"Montserrat",NA,2019,37,1,20,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2019,37,0,0,0,NA,0,NA,0,NA,9
6,"KNA",659,"Saint Kitts and Nevis",NA,2019,37,37,84.09,0,0,0,0,0,0,44
6,"LCA",662,"Saint Lucia",NA,2019,37,16,8.89,16,100,0,0,0,0,180
6,"MAF",663,"Saint Martin","DEN 1",2019,35,70,218.75,9,12.86,0,0,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2019,37,7,6.36,0,0,0,0,0,0,110
6,"SXM",534,"Sint Maarten",NA,2019,37,8,18.6,8,100,0,0,0,0,43
6,"SUR",740,"Suriname","DEN 4",2019,37,51,8.98,10,19.61,0,0,0,0,568
6,"TTO",780,"Trinidad and Tobago","DEN 3",2019,37,298,21.7,3,1.01,0,0,0,0,1373
6,"TCA",796,"Turks and Caicos Islands","DEN 1",2019,37,14,50,1,7.14,0,0,0,0,28
6,"VGB",92,"Virgin Islands (UK)",NA,2019,37,51,182.14,51,100,0,0,0,0,28
6,"VIR",850,"Virgin Islands (US)",NA,2019,37,0,0,0,NA,0,NA,0,NA,105
6,NA,NA,"Non-Latin Caribbean",NA,2019,NA,7345,36.99,668,9.09,3,0.04,9,0.123,19855
7,NA,NA,"The Americas",NA,2019,NA,2622280,268.61,1295128,49.39,20581,0.78,1324,0.05,976235
1,"CAN",124,"Canada",NA,2019,38,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2019,38,566,0.17,566,100,9,1.59,0,0,326767
1,NA,NA,"North America",NA,2019,NA,566,0.17,566,100,9,1.59,0,0,326767
2,"BLZ",84,"Belize","DEN 1,2,3",2019,38,2124,556.02,1270,59.79,53,2.5,0,0,382
2,"CRI",188,"Costa Rica","DEN 1,2",2019,38,6001,121.16,246,4.1,2,0.03,0,0,4953
2,"SLV",222,"El Salvador","DEN 2",2019,38,20265,316.05,694,3.42,105,0.52,7,0.035,6412
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2019,38,35606,206.47,1068,3,106,0.3,63,0.177,17245
2,"HND",340,"Honduras","DEN 1,2",2019,38,98025,1070.38,144,0.15,16173,16.5,147,0.15,9158
2,"MEX",484,"Mexico","DEN 1,2,3,4",2019,38,112991,86.41,18320,16.21,1279,1.13,169,0.15,130759
2,"NIC",558,"Nicaragua","DEN 2",2019,38,117250,1865.55,6500,5.54,759,0.65,20,0.017,6285
2,"PAN",591,"Panama","DEN 1,3",2019,38,4092,98.29,2420,59.14,8,0.2,3,0.073,4163
2,NA,NA,"Central America Ithsmus and Mexico",NA,2019,NA,396354,220.99,30662,7.74,18485,4.66,409,0.103,179357
3,"BOL",68,"Bolivia","DEN 1,2",2019,38,11826,105.44,4625,39.11,80,0.68,19,0.161,11216
3,"COL",170,"Colombia","DEN 1,2,3",2019,38,92193,186.38,25681,27.86,999,1.08,60,0.065,49465
3,"ECU",593,"Ecuador","DEN 1,2",2019,38,6566,38.94,821,12.5,27,0.41,2,0.03,16863
3,"PER",604,"Peru","DEN 1,2,3,4",2019,38,9445,29.02,NA,NA,53,0.56,15,0.159,32552
3,"VEN",862,"Venezuela","DEN 1,2,3",2019,38,10481,32.37,781,7.45,44,0.42,14,0.134,32381
3,NA,NA,"Andean Subregion",NA,2019,NA,130511,91.6,31908,24.45,1203,0.92,110,0.084,142477
4,"ARG",32,"Argentina","DEN 1,4",2019,38,3174,7.1,1707,53.78,0,0,0,0,44689
4,"BRA",76,"Brazil","DEN 1,2,3,4",2019,38,2101684,1008.03,1231406,58.59,1401,0.07,792,0.038,208495
4,"CHL",152,"Chile","DEN 1",2019,38,29,0.16,28,96.55,0,0,0,0,18197
4,"PRY",600,"Paraguay","DEN 1,2,4",2019,38,9283,134.59,625,6.73,NA,NA,9,0.097,6897
4,"URY",858,"Uruguay",NA,2019,38,0,0,0,NA,0,NA,0,NA,3470
4,NA,NA,"Southern Cone",NA,2019,NA,2114170,750.38,1233766,58.36,1401,0.07,801,0.038,281748
5,"CUB",192,"Cuba","DEN 2",2019,35,2556,22.25,2556,100,3,0.12,0,0,11489
5,"DOM",214,"Dominican Republic","DEN 1,3",2019,38,12777,117.4,2693,21.08,339,2.65,30,0.235,10883
5,"PRI",630,"Puerto Rico",NA,2019,38,4,0.11,4,100,0,0,0,0,3659
5,NA,NA,"Latin Caribbean",NA,2019,NA,15337,58.92,5253,34.25,342,2.23,30,0.196,26031
6,"AIA",660,"Anguilla",NA,2019,32,2,11.76,0,0,0,0,0,0,17
6,"ATG",28,"Antigua and Barbuda","DEN 3",2019,38,371,360.19,17,4.58,0,0,0,0,103
6,"ABW",533,"Aruba",NA,2019,38,106,100,4,3.77,0,0,0,0,106
6,"BHS",44,"Bahamas",NA,2019,24,15,3.76,0,0,0,0,0,0,399
6,"BRB",52,"Barbados",NA,2019,38,81,28.32,0,0,0,0,0,0,286
6,"BMU",60,"Bermuda",NA,2019,38,2,2.82,2,100,0,0,0,0,71
6,NA,NA,"Bonaire, Saint Eustatius and Saba",NA,2019,38,0,0,0,NA,0,NA,0,NA,26
6,"CYM",136,"Cayman Islands",NA,2019,38,35,58.33,1,2.86,0,0,0,0,60
6,"CUW",531,"Curaçao",NA,2019,38,0,0,0,NA,0,NA,0,NA,162
6,"DMA",212,"Dominica","DEN 3",2019,38,74,100,12,16.22,0,0,0,0,74
6,"GUF",254,"French Guiana","DEN 1,2",2019,38,118,40.69,118,100,0,0,0,0,290
6,"GRD",308,"Grenada",NA,2019,32,106,98.15,106,100,0,0,0,0,108
6,"GLP",312,"Guadeloupe","DEN 1,2",2019,38,430,95.77,92,21.4,0,0,0,0,449
6,"GUY",328,"Guyana",NA,2019,24,230,29.41,230,100,0,0,0,0,782
6,"HTI",332,"Haiti",NA,2019,38,66,0.59,NA,NA,NA,NA,0,0,11113
6,"JAM",388,"Jamaica","DEN 2,3",2019,38,5099,175.89,56,1.1,3,0.06,10,0.196,2899
6,"MTQ",474,"Martinique","DEN 1,2,3",2019,38,550,142.86,20,3.64,0,0,0,0,385
6,"MSR",500,"Montserrat",NA,2019,38,1,20,0,0,0,0,0,0,5
6,"BLM",652,"Saint Barthelemy",NA,2019,38,0,0,0,NA,0,NA,0,NA,9
6,"KNA",659,"Saint Kitts and Nevis",NA,2019,38,37,84.09,0,0,0,0,0,0,44
6,"LCA",662,"Saint Lucia",NA,2019,38,16,8.89,16,100,0,0,0,0,180
6,"MAF",663,"Saint Martin","DEN 1",2019,38,70,218.75,11,15.71,0,0,0,0,32
6,"VCT",670,"Saint Vincent and the Grenadines",NA,2019,38,7,6.36,0,0,0,0,0,0,110
6,"SXM",534,"Sint Maarten",NA,2019,38,8,18.6,8,100,0,0,0,0,43
6,"SUR",740,"Suriname","DEN 4",2019,38,51,8.98,10,19.61,0,0,0,0,568
6,"TTO",780,"Trinidad and Tobago","DEN 3",2019,38,314,22.87,3,0.96,0,0,0,0,1373
6,"TCA",796,"Turks and Caicos Islands","DEN 1",2019,38,14,50,1,7.14,0,0,0,0,28
6,"VGB",92,"Virgin Islands (UK)",NA,2019,38,51,182.14,51,100,0,0,0,0,28
6,"VIR",850,"Virgin Islands (US)",NA,2019,38,0,0,0,NA,0,NA,0,NA,105
6,NA,NA,"Non-Latin Caribbean",NA,2019,NA,7854,39.56,758,9.65,3,0.04,10,0.127,19855
7,NA,NA,"The Americas",NA,2019,NA,2664792,272.97,1302913,48.89,21443,0.8,1360,0.051,976235
1,"CAN",124,"Canada",NA,2019,39,0,NA,0,NA,0,NA,0,NA,0
1,"USA",840,"United States of America",NA,2019,39,600,0.18,600,100,11,1.83,0,0,326767
1,NA,NA,"North America",NA,2019,NA,600,0.18,600,100,11,1.83,0,0,326767
2,"BLZ",84,"Belize","DEN 1,2,3",2019,39,2250,589.01,1340,59.56,84,3.73,0,0,382
2,"CRI",188,"Costa Rica","DEN 1,2",2019,39,6321,127.62,266,4.21,2,0.03,0,0,4953
2,"SLV",222,"El Salvador","DEN 2",2019,39,21377,333.39,698,3.27,105,0.49,11,0.051,6412
2,"GTM",320,"Guatemala","DEN 1,2,3,4",2019,39,37597,218.02,1069,2.84,106,0.28,63,0.168,17245
2,"HND",340,"Honduras","DEN 1,2",2019,39,101270,1105.81,146,0.14,16638,16.43,148,0.146,9158
2,"MEX",484,"Mexico","DEN 1,2,3,4",2019,39,129479,99.02,20914,16.15,1498,1.16,191,0.148,130759
2,"NIC",558,"Nicaragua","DEN 2",2019,39,125303,1993.68,6998,5.58,804,0.64,20,0.016,6285
2,"PAN",591,"Panama","DEN 1,3",2019,39,4363,104.8,2595,59.48,10,0.23,3,0.069,4163
